well_id,field_name,country,field_type,latitude,longitude,well_type,well_depth_m,temperature_C,pressure_MPa,porosity,permeability_mD,flow_rate_kg_s,power_generated_MWe
SALTONSE_W0064I,Salton Sea,USA,Liquid-Dominated,33.17302,-115.61698,Injection,1692.3,105.31,10.026,0.07902,14.7683,-23.862,0.0
SALTONSE_W0065I,Salton Sea,USA,Liquid-Dominated,33.15683,-115.59852,Injection,2060.6,133.11,12.974,0.07955,30.7025,-13.35,0.0
SALTONSE_W0066I,Salton Sea,USA,Liquid-Dominated,33.18128,-115.62116,Injection,1707.9,114.1,12.099,0.07656,52.2901,-30.555,0.0
SALTONSE_W0067I,Salton Sea,USA,Liquid-Dominated,33.13334,-115.67716,Injection,2032.1,107.73,17.965,0.08162,66.0845,-16.795,0.0
SALTONSE_W0068I,Salton Sea,USA,Liquid-Dominated,33.20836,-115.53058,Injection,1826.4,97.1,14.459,0.08305,29.9824,-14.618,0.0
SALTONSE_W0069I,Salton Sea,USA,Liquid-Dominated,33.2085,-115.62358,Injection,1853.8,123.44,10.457,0.08267,16.7826,-24.184,0.0
SALTONSE_W0070I,Salton Sea,USA,Liquid-Dominated,33.06497,-115.64674,Injection,1708.2,93.46,13.019,0.07404,19.6366,-12.738,0.0
SALTONSE_W0071I,Salton Sea,USA,Liquid-Dominated,33.11097,-115.62318,Injection,2018.1,106.28,17.974,0.08571,47.491,-24.673,0.0
SALTONSE_W0072I,Salton Sea,USA,Liquid-Dominated,33.1887,-115.61037,Injection,1764.8,84.44,14.124,0.10495,59.6689,-20.487,0.0
SALTONSE_W0073I,Salton Sea,USA,Liquid-Dominated,33.13586,-115.6125,Injection,1962.7,119.95,12.33,0.10417,60.8791,-26.869,0.0
SALTONSE_W0074I,Salton Sea,USA,Liquid-Dominated,33.14082,-115.61575,Injection,1927.5,83.36,15.239,0.08244,18.9632,-16.397,0.0
SALTONSE_W0075I,Salton Sea,USA,Liquid-Dominated,33.23756,-115.63887,Injection,1732.7,85.42,12.034,0.09185,34.8329,-11.804,0.0
SALTONSE_W0076I,Salton Sea,USA,Liquid-Dominated,33.13321,-115.66773,Injection,1419.2,97.77,13.836,0.10129,20.1666,-19.718,0.0
SALTONSE_W0077I,Salton Sea,USA,Liquid-Dominated,33.11742,-115.60657,Injection,1547.2,101.6,12.96,0.10563,53.6389,-20.729,0.0
SALTONSE_W0078I,Salton Sea,USA,Liquid-Dominated,33.08686,-115.67148,Injection,1584.5,96.89,14.227,0.09334,15.959,-23.283,0.0
SALTONSE_W0079I,Salton Sea,USA,Liquid-Dominated,33.17189,-115.56824,Injection,1209.6,99.94,12.644,0.07014,14.9761,-21.164,0.0
SALTONSE_W0080I,Salton Sea,USA,Liquid-Dominated,33.20311,-115.62618,Injection,1114.9,86.0,9.498,0.08798,66.8778,-23.238,0.0
SALTONSE_W0081I,Salton Sea,USA,Liquid-Dominated,33.15358,-115.57694,Injection,1986.1,126.76,18.812,0.05212,3.4477,-18.244,0.0
SALTONSE_W0082I,Salton Sea,USA,Liquid-Dominated,33.07384,-115.63657,Injection,2077.5,137.83,20.04,0.10144,63.5546,-25.276,0.0
SALTONSE_W0083I,Salton Sea,USA,Liquid-Dominated,33.10773,-115.61577,Injection,1937.0,101.84,15.002,0.08873,30.8233,-16.376,0.0
SALTONSE_W0084I,Salton Sea,USA,Liquid-Dominated,33.16564,-115.58131,Injection,1506.4,116.56,13.218,0.08437,32.45,-16.057,0.0
SALTONSE_W0085I,Salton Sea,USA,Liquid-Dominated,33.1851,-115.62937,Injection,1741.1,94.29,16.185,0.09908,51.7162,-17.948,0.0
SALTONSE_W0086I,Salton Sea,USA,Liquid-Dominated,33.09867,-115.63291,Injection,1861.9,83.61,18.243,0.07779,44.9265,-23.766,0.0
SALTONSE_W0087I,Salton Sea,USA,Liquid-Dominated,33.04305,-115.61983,Injection,1182.7,79.74,9.253,0.05936,12.8108,-11.518,0.0
SALTONSE_W0088I,Salton Sea,USA,Liquid-Dominated,33.02563,-115.63291,Injection,1597.5,124.44,14.301,0.10686,31.8114,-20.791,0.0
SALTONSE_W0089I,Salton Sea,USA,Liquid-Dominated,33.12511,-115.55436,Injection,2211.6,137.0,16.952,0.06819,6.9358,-8.559,0.0
SALTONSE_W0090I,Salton Sea,USA,Liquid-Dominated,33.21066,-115.58336,Injection,1701.8,124.01,13.808,0.09658,39.5943,-34.23,0.0
SALTONSE_W0091I,Salton Sea,USA,Liquid-Dominated,33.11493,-115.6616,Injection,1848.4,118.28,13.778,0.0893,34.8043,-10.734,0.0
SALTONSE_W0092I,Salton Sea,USA,Liquid-Dominated,33.20885,-115.67562,Injection,1725.8,89.91,10.189,0.07457,20.9616,-21.715,0.0
SALTONSE_W0093I,Salton Sea,USA,Liquid-Dominated,33.10104,-115.61056,Injection,1501.1,120.66,9.26,0.09673,47.8278,-26.333,0.0
SALTONSE_W0094I,Salton Sea,USA,Liquid-Dominated,33.12824,-115.67574,Injection,1548.7,133.41,12.953,0.09029,27.7562,-18.01,0.0
SALTONSE_W0095I,Salton Sea,USA,Liquid-Dominated,33.12183,-115.59148,Injection,1284.7,116.43,9.655,0.05612,18.6482,-14.678,0.0
SALTONSE_W0096I,Salton Sea,USA,Liquid-Dominated,33.09995,-115.55834,Injection,1328.8,63.18,7.703,0.098,107.1994,-24.352,0.0
SALTONSE_W0097I,Salton Sea,USA,Liquid-Dominated,33.17155,-115.57741,Injection,1532.4,123.49,13.052,0.07806,21.3813,-19.251,0.0
SALTONSE_W0098I,Salton Sea,USA,Liquid-Dominated,33.24765,-115.65974,Injection,1449.3,136.14,11.72,0.08743,22.0755,-15.681,0.0
SALTONSE_W0099I,Salton Sea,USA,Liquid-Dominated,33.091,-115.55848,Injection,1483.6,58.26,10.227,0.08695,20.6458,-23.868,0.0
SALTONSE_W0100I,Salton Sea,USA,Liquid-Dominated,33.20391,-115.61431,Injection,1689.6,106.08,17.527,0.10148,73.6406,-7.728,0.0
SALTONSE_W0101I,Salton Sea,USA,Liquid-Dominated,33.28616,-115.57963,Injection,1457.4,88.98,9.165,0.07827,20.52,-15.508,0.0
SALTONSE_W0102I,Salton Sea,USA,Liquid-Dominated,33.17548,-115.61937,Injection,1454.5,120.11,15.802,0.09359,57.7217,-17.508,0.0
SALTONSE_W0103I,Salton Sea,USA,Liquid-Dominated,33.14009,-115.60321,Injection,1401.4,109.05,11.182,0.07098,19.19,-19.82,0.0
SALTONSE_W0104I,Salton Sea,USA,Liquid-Dominated,33.04193,-115.58587,Injection,1409.4,108.13,13.325,0.09071,87.1099,-15.177,0.0
SALTONSE_W0105I,Salton Sea,USA,Liquid-Dominated,33.06739,-115.66011,Injection,1857.6,90.37,15.441,0.10636,136.0957,-36.477,0.0
SALTONSE_W0106I,Salton Sea,USA,Liquid-Dominated,33.1205,-115.59345,Injection,1730.9,153.85,11.471,0.08454,57.4569,-16.325,0.0
SALTONSE_W0107I,Salton Sea,USA,Liquid-Dominated,33.13113,-115.6189,Injection,1473.1,89.58,12.051,0.08497,19.1393,-16.793,0.0
SALTONSE_W0108I,Salton Sea,USA,Liquid-Dominated,33.1391,-115.61156,Injection,1970.7,110.88,14.141,0.09661,70.173,-20.519,0.0
SALTONSE_W0109I,Salton Sea,USA,Liquid-Dominated,33.14857,-115.63006,Injection,2019.9,146.27,15.005,0.07701,32.8822,-13.088,0.0
SALTONSE_W0110I,Salton Sea,USA,Liquid-Dominated,33.14825,-115.65537,Injection,1468.9,79.44,9.232,0.09298,32.696,-18.286,0.0
SALTONSE_W0111I,Salton Sea,USA,Liquid-Dominated,33.19415,-115.58417,Injection,1309.5,97.82,8.441,0.11101,93.4498,-35.199,0.0
SALTONSE_W0112I,Salton Sea,USA,Liquid-Dominated,33.19314,-115.6515,Injection,1910.3,116.43,17.044,0.08827,18.5173,-18.189,0.0
SALTONSE_W0113I,Salton Sea,USA,Liquid-Dominated,33.11536,-115.63176,Injection,1315.9,102.47,10.217,0.0974,47.9718,-19.518,0.0
SALTONSE_W0114I,Salton Sea,USA,Liquid-Dominated,33.13092,-115.57299,Injection,969.2,65.51,9.09,0.09279,31.8141,-27.052,0.0
SALTONSE_W0115I,Salton Sea,USA,Liquid-Dominated,33.14261,-115.55645,Injection,2043.5,98.67,14.627,0.09672,50.7142,-19.131,0.0
SALTONSE_W0116I,Salton Sea,USA,Liquid-Dominated,33.22168,-115.70298,Injection,2169.8,148.15,18.313,0.07517,24.3351,-23.627,0.0
SALTONSE_W0117I,Salton Sea,USA,Liquid-Dominated,33.20985,-115.64757,Injection,1919.7,104.86,18.722,0.05713,7.2475,-18.318,0.0
SALTONSE_W0118I,Salton Sea,USA,Liquid-Dominated,33.1419,-115.55024,Injection,1678.1,103.22,15.868,0.09283,23.3044,-17.208,0.0
SALTONSE_W0119I,Salton Sea,USA,Liquid-Dominated,33.19023,-115.56857,Injection,1803.5,123.28,15.195,0.07111,10.14,-20.184,0.0
SALTONSE_W0120I,Salton Sea,USA,Liquid-Dominated,33.14395,-115.57364,Injection,1656.3,98.5,13.348,0.0905,79.0078,-23.154,0.0
SALTONSE_W0121I,Salton Sea,USA,Liquid-Dominated,33.12911,-115.6079,Injection,1538.8,81.54,9.984,0.09969,48.0608,-15.541,0.0
SALTONSE_W0122I,Salton Sea,USA,Liquid-Dominated,33.10388,-115.65097,Injection,1833.6,98.69,11.403,0.11497,155.8391,-24.984,0.0
SALTONSE_W0123I,Salton Sea,USA,Liquid-Dominated,33.11783,-115.56177,Injection,1371.2,90.92,10.561,0.09714,92.7645,-20.433,0.0
SALTONSE_W0124I,Salton Sea,USA,Liquid-Dominated,33.22043,-115.61629,Injection,1911.6,114.25,15.152,0.07063,28.7581,-23.534,0.0
SALTONSE_W0125I,Salton Sea,USA,Liquid-Dominated,33.26401,-115.64669,Injection,1854.7,118.22,14.897,0.09334,39.349,-16.567,0.0
SALTONSE_W0126I,Salton Sea,USA,Liquid-Dominated,33.1735,-115.60483,Injection,1495.7,87.89,10.328,0.07225,21.9086,-23.813,0.0
SALTONSE_W0127I,Salton Sea,USA,Liquid-Dominated,33.19664,-115.52589,Injection,1762.3,107.05,12.769,0.07766,6.2159,-13.283,0.0
SALTONSE_W0128I,Salton Sea,USA,Liquid-Dominated,33.20747,-115.68872,Injection,1512.2,82.38,9.714,0.09682,144.3164,-19.406,0.0
SALTONSE_W0129I,Salton Sea,USA,Liquid-Dominated,33.13225,-115.48696,Injection,1926.5,121.59,14.622,0.10379,109.448,-12.46,0.0
SALTONSE_W0130I,Salton Sea,USA,Liquid-Dominated,33.0099,-115.58829,Injection,1331.5,92.86,10.257,0.09999,93.1667,-23.302,0.0
SALTONSE_W0131I,Salton Sea,USA,Liquid-Dominated,33.0916,-115.55318,Injection,1710.2,105.44,9.468,0.07824,30.7839,-16.612,0.0
SALTONSE_W0132I,Salton Sea,USA,Liquid-Dominated,33.10684,-115.50799,Injection,1857.9,64.07,16.968,0.09382,22.8697,-19.023,0.0
SALTONSE_W0133I,Salton Sea,USA,Liquid-Dominated,33.15497,-115.65127,Injection,1644.4,98.01,9.971,0.08386,66.1566,-18.455,0.0
COSO_W0001,Coso,USA,Liquid-Dominated,36.03522,-117.75459,Production,1947.8,218.3,16.512,0.09935,53.9859,35.955,3.6666
COSO_W0002,Coso,USA,Liquid-Dominated,35.96696,-117.7471,Production,2702.7,222.59,25.446,0.0883,93.6065,39.288,4.091
COSO_W0003,Coso,USA,Liquid-Dominated,36.02967,-117.79567,Production,2138.4,224.09,19.539,0.0841,36.9255,35.27,3.6992
COSO_W0004,Coso,USA,Liquid-Dominated,36.13254,-117.74121,Production,2012.6,215.31,18.678,0.07406,8.2364,32.324,3.2478
COSO_W0005,Coso,USA,Liquid-Dominated,36.02668,-117.80156,Production,2029.6,214.97,14.68,0.10656,43.2531,34.978,3.5085
COSO_W0006,Coso,USA,Liquid-Dominated,36.00843,-117.7798,Production,1531.1,180.83,14.204,0.1024,50.5316,28.278,2.3521
COSO_W0007,Coso,USA,Liquid-Dominated,36.08873,-117.71568,Production,2025.5,246.04,14.399,0.08661,46.2611,30.307,3.5122
COSO_W0008,Coso,USA,Liquid-Dominated,36.04674,-117.76758,Production,2216.7,205.91,21.158,0.06825,13.6441,9.163,0.8775
COSO_W0009,Coso,USA,Liquid-Dominated,36.07273,-117.85142,Production,2567.8,221.67,21.236,0.081,32.9732,39.716,4.1172
COSO_W0010,Coso,USA,Liquid-Dominated,36.07128,-117.8366,Production,2646.8,276.1,22.668,0.08566,14.9705,36.295,4.7535
COSO_W0011,Coso,USA,Liquid-Dominated,36.07785,-117.84458,Production,1985.6,211.46,17.195,0.0977,38.6291,16.554,1.6313
COSO_W0012,Coso,USA,Liquid-Dominated,36.12615,-117.80002,Production,2364.4,204.71,21.316,0.09716,75.5545,21.431,2.0393
COSO_W0013,Coso,USA,Liquid-Dominated,35.96784,-117.85535,Production,1995.1,207.23,18.402,0.08343,58.8461,24.865,2.3976
COSO_W0014,Coso,USA,Liquid-Dominated,36.05141,-117.65187,Production,1957.8,234.99,16.58,0.10625,70.887,26.857,2.9635
COSO_W0015,Coso,USA,Liquid-Dominated,36.05659,-117.78253,Production,2093.5,209.01,22.198,0.09653,55.3129,33.028,3.2141
COSO_W0016,Coso,USA,Liquid-Dominated,36.03658,-117.77217,Production,2010.5,204.58,18.228,0.09384,125.0417,30.829,2.9316
COSO_W0017,Coso,USA,Liquid-Dominated,35.99263,-117.80076,Production,2577.9,214.72,20.523,0.07661,50.5646,46.075,4.6158
COSO_W0018,Coso,USA,Liquid-Dominated,35.97056,-117.77004,Production,2078.6,243.4,15.976,0.1035,28.5319,47.206,5.4081
COSO_W0019,Coso,USA,Liquid-Dominated,36.02771,-117.80577,Production,2523.6,234.25,20.638,0.09285,86.5878,43.999,4.8387
COSO_W0020,Coso,USA,Liquid-Dominated,36.02135,-117.74449,Production,1473.2,180.77,15.601,0.0998,70.6273,11.737,0.9759
COSO_W0021,Coso,USA,Liquid-Dominated,36.01389,-117.74085,Production,1840.5,177.76,14.844,0.10054,38.5729,45.878,3.7455
COSO_W0022,Coso,USA,Liquid-Dominated,36.11109,-117.84711,Production,1927.3,201.12,19.484,0.10798,144.958,28.619,2.6718
COSO_W0023,Coso,USA,Liquid-Dominated,36.05406,-117.7974,Production,2003.3,191.41,17.129,0.09512,55.5225,22.747,2.0128
COSO_W0024,Coso,USA,Liquid-Dominated,36.12781,-117.77766,Production,1899.7,199.51,15.271,0.08238,43.0238,25.246,2.3365
COSO_W0025,Coso,USA,Liquid-Dominated,36.02983,-117.7489,Production,2348.7,249.06,18.225,0.08988,39.129,33.512,3.9344
COSO_W0026,Coso,USA,Liquid-Dominated,36.02096,-117.78322,Production,2677.6,221.78,26.895,0.09054,40.2699,27.634,2.8663
COSO_W0027,Coso,USA,Liquid-Dominated,36.02725,-117.78219,Production,2350.9,239.92,20.188,0.06857,22.0847,21.789,2.4582
COSO_W0028,Coso,USA,Liquid-Dominated,36.08137,-117.7952,Production,1978.4,198.98,19.611,0.08509,29.3687,16.899,1.5595
COSO_W0029,Coso,USA,Liquid-Dominated,36.02942,-117.82572,Production,1905.0,198.44,19.035,0.1067,86.3621,30.483,2.8049
COSO_W0030,Coso,USA,Liquid-Dominated,36.09025,-117.84677,Production,2204.8,236.4,22.775,0.0927,78.588,38.298,4.2531
COSO_W0031,Coso,USA,Liquid-Dominated,36.04705,-117.78765,Production,2423.5,229.02,21.621,0.07073,21.3361,43.112,4.6282
COSO_W0032,Coso,USA,Liquid-Dominated,36.0582,-117.77673,Production,1808.4,203.96,14.748,0.07882,22.7737,34.355,3.2562
COSO_W0033,Coso,USA,Liquid-Dominated,35.98612,-117.71113,Production,2331.2,212.75,18.892,0.08912,41.7528,38.563,3.8251
COSO_W0034,Coso,USA,Liquid-Dominated,35.92607,-117.89217,Production,2053.2,181.49,22.343,0.12313,331.009,35.476,2.9626
COSO_W0035,Coso,USA,Liquid-Dominated,36.01758,-117.77843,Production,2029.1,235.8,18.447,0.07615,13.2096,38.805,4.2977
COSO_W0036,Coso,USA,Liquid-Dominated,36.05737,-117.74931,Production,1824.7,189.11,17.107,0.07486,13.9102,24.153,2.1094
COSO_W0037,Coso,USA,Liquid-Dominated,36.03196,-117.72639,Production,2259.4,220.59,18.244,0.07394,32.625,33.489,3.4535
COSO_W0038,Coso,USA,Liquid-Dominated,36.0405,-117.75239,Production,2265.8,215.84,15.887,0.08145,21.5105,32.024,3.2262
COSO_W0039,Coso,USA,Liquid-Dominated,36.13211,-117.73978,Production,1871.0,186.41,14.715,0.11506,99.1304,25.63,2.2036
COSO_W0040,Coso,USA,Liquid-Dominated,36.05869,-117.83254,Production,2199.7,220.46,20.929,0.07821,21.2981,16.664,1.7174
COSO_W0041,Coso,USA,Liquid-Dominated,36.01982,-117.71707,Production,1692.8,194.98,13.116,0.07953,44.079,33.427,3.0177
COSO_W0042,Coso,USA,Liquid-Dominated,36.05554,-117.70317,Production,1898.8,204.69,17.837,0.08003,80.7679,32.671,3.1087
COSO_W0043,Coso,USA,Liquid-Dominated,36.01495,-117.76837,Production,2323.2,246.48,19.914,0.0606,10.901,33.927,3.9393
COSO_W0044,Coso,USA,Liquid-Dominated,35.99839,-117.78311,Production,2390.1,203.0,19.943,0.08275,25.3622,31.119,2.9346
COSO_W0045,Coso,USA,Liquid-Dominated,36.06378,-117.76169,Production,1796.9,179.36,16.156,0.07901,28.3927,37.264,3.0722
COSO_W0046,Coso,USA,Liquid-Dominated,36.02303,-117.82658,Production,2462.0,251.41,23.227,0.07623,12.2231,31.287,3.7102
COSO_W0047,Coso,USA,Liquid-Dominated,36.03273,-117.80063,Production,2080.0,201.95,18.922,0.10451,188.3596,35.677,3.3456
COSO_W0048,Coso,USA,Liquid-Dominated,36.00553,-117.81223,Production,2268.6,210.27,21.104,0.10352,52.0605,22.875,2.2406
COSO_W0049,Coso,USA,Liquid-Dominated,36.11804,-117.83402,Production,2176.7,219.09,22.885,0.09909,60.5254,25.664,2.6273
COSO_W0050,Coso,USA,Liquid-Dominated,36.06391,-117.87129,Production,2170.7,185.22,16.87,0.08759,95.7515,34.888,2.9788
COSO_W0051,Coso,USA,Liquid-Dominated,36.04487,-117.76296,Production,2309.5,191.06,18.815,0.07442,15.7516,33.164,2.9288
COSO_W0052,Coso,USA,Liquid-Dominated,36.02338,-117.7571,Production,2517.2,258.66,26.587,0.07579,24.4288,33.725,4.1218
COSO_W0053,Coso,USA,Liquid-Dominated,36.05624,-117.79851,Production,1985.6,214.62,13.769,0.08639,32.5134,6.565,0.6573
COSO_W0054,Coso,USA,Liquid-Dominated,36.08043,-117.825,Production,2541.9,237.53,19.752,0.09172,22.8199,40.855,4.5602
COSO_W0055,Coso,USA,Liquid-Dominated,36.0813,-117.7783,Production,1603.4,174.0,13.044,0.07464,7.3455,22.276,1.7766
COSO_W0056,Coso,USA,Liquid-Dominated,36.05856,-117.79428,Production,2037.0,194.73,20.601,0.07156,17.6525,26.266,2.3679
COSO_W0057,Coso,USA,Liquid-Dominated,36.08015,-117.81932,Production,2398.9,203.07,17.885,0.08886,72.346,26.593,2.5087
COSO_W0058,Coso,USA,Liquid-Dominated,36.01696,-117.73236,Production,2179.3,218.08,19.003,0.04924,8.1065,27.865,2.8384
COSO_W0059,Coso,USA,Liquid-Dominated,36.14999,-117.84272,Production,1869.9,213.99,17.344,0.08113,25.4795,41.867,4.1788
COSO_W0060,Coso,USA,Liquid-Dominated,36.03783,-117.82157,Production,2207.4,227.07,20.938,0.07895,151.4261,23.122,2.4596
COSO_W0061,Coso,USA,Liquid-Dominated,36.12274,-117.69596,Production,1976.6,239.43,22.405,0.07744,21.138,28.619,3.2218
COSO_W0062,Coso,USA,Liquid-Dominated,36.02137,-117.78271,Production,2322.4,254.95,20.633,0.08821,76.9151,29.441,3.5435
COSO_W0063,Coso,USA,Liquid-Dominated,36.16371,-117.77324,Production,2104.0,239.94,18.314,0.05897,5.8975,26.825,3.0266
COSO_W0064,Coso,USA,Liquid-Dominated,36.00007,-117.83932,Production,2311.0,216.53,21.411,0.10896,128.9432,34.815,3.5194
COSO_W0065,Coso,USA,Liquid-Dominated,36.04439,-117.83185,Production,2212.3,190.63,16.949,0.06496,15.5535,36.052,3.1759
COSO_W0066,Coso,USA,Liquid-Dominated,36.02895,-117.86488,Production,2358.5,246.91,19.311,0.08018,37.7197,16.905,1.9665
COSO_W0067,Coso,USA,Liquid-Dominated,36.03411,-117.78242,Production,2253.6,235.34,19.912,0.07973,49.3796,47.712,5.2733
COSO_W0068,Coso,USA,Liquid-Dominated,36.04929,-117.79982,Production,1647.5,178.9,11.383,0.10473,55.6421,41.462,3.4088
COSO_W0069,Coso,USA,Liquid-Dominated,36.0632,-117.85419,Production,1608.5,211.47,13.836,0.1063,86.9153,28.216,2.7807
COSO_W0070,Coso,USA,Liquid-Dominated,36.05304,-117.77234,Production,2187.8,233.8,20.232,0.09152,86.1712,29.898,3.2813
COSO_W0071,Coso,USA,Liquid-Dominated,35.99742,-117.88259,Production,2377.9,263.88,21.016,0.07827,16.3416,25.064,3.1289
COSO_W0072,Coso,USA,Liquid-Dominated,36.07162,-117.78327,Production,1778.0,174.0,19.382,0.11018,100.285,29.171,2.3265
COSO_W0073,Coso,USA,Liquid-Dominated,36.02327,-117.78537,Production,2348.2,228.84,17.752,0.08825,47.3662,41.877,4.4918
COSO_W0074,Coso,USA,Liquid-Dominated,36.04685,-117.77921,Production,2154.8,198.01,20.922,0.07897,45.6882,21.802,2.0013
COSO_W0075,Coso,USA,Liquid-Dominated,36.08137,-117.78692,Production,2164.2,229.26,20.51,0.10629,57.8972,22.559,2.4245
COSO_W0076,Coso,USA,Liquid-Dominated,35.98703,-117.81021,Production,2179.9,237.64,18.0,0.12007,92.8164,25.519,2.8499
COSO_W0077,Coso,USA,Liquid-Dominated,36.08703,-117.74223,Production,2007.8,186.29,13.043,0.08019,15.4902,20.566,1.767
COSO_W0078,Coso,USA,Liquid-Dominated,35.94716,-117.77657,Production,2186.2,219.92,15.734,0.08714,21.5325,29.807,3.0637
COSO_W0079,Coso,USA,Liquid-Dominated,36.1379,-117.76197,Production,2126.6,240.41,19.063,0.0912,26.9191,18.874,2.134
COSO_W0080,Coso,USA,Liquid-Dominated,36.05429,-117.78781,Production,1891.8,202.55,20.832,0.07912,23.2075,18.321,1.7236
COSO_W0081,Coso,USA,Liquid-Dominated,36.03527,-117.82258,Production,2170.3,235.62,18.819,0.12749,218.7034,39.686,4.3919
COSO_W0082,Coso,USA,Liquid-Dominated,36.02775,-117.76291,Production,1691.8,196.65,16.292,0.05291,15.5689,25.005,2.2784
COSO_W0083,Coso,USA,Liquid-Dominated,36.02802,-117.76097,Production,2256.4,239.4,15.547,0.08772,35.1583,29.531,3.3239
COSO_W0084,Coso,USA,Liquid-Dominated,35.94193,-117.78431,Production,2478.8,271.93,24.331,0.08893,24.5446,31.124,4.0112
COSO_W0085,Coso,USA,Liquid-Dominated,36.03948,-117.77982,Production,1876.7,186.05,17.078,0.10564,67.3389,32.147,2.7582
COSO_W0086,Coso,USA,Liquid-Dominated,36.00016,-117.88519,Production,2364.9,239.58,19.705,0.10581,31.7906,37.419,4.2152
COSO_W0087,Coso,USA,Liquid-Dominated,36.11212,-117.80283,Production,2623.8,262.11,22.348,0.112,54.5014,20.403,2.5289
COSO_W0088,Coso,USA,Liquid-Dominated,36.10274,-117.7428,Production,1608.6,206.41,11.743,0.08842,33.0086,20.072,1.9271
COSO_W0089,Coso,USA,Liquid-Dominated,36.00238,-117.82409,Production,2212.9,206.36,25.698,0.08213,81.7613,27.199,2.6107
COSO_W0090,Coso,USA,Liquid-Dominated,36.04113,-117.78033,Production,1943.6,179.52,19.871,0.11108,139.2909,34.739,2.8667
COSO_W0091,Coso,USA,Liquid-Dominated,36.07054,-117.76322,Production,1987.8,187.44,20.248,0.12169,134.3828,31.023,2.6833
COSO_W0092,Coso,USA,Liquid-Dominated,36.05961,-117.86848,Production,1720.8,202.09,15.361,0.08911,69.0154,25.407,2.3843
COSO_W0093,Coso,USA,Liquid-Dominated,36.05934,-117.86348,Production,1798.9,190.71,14.282,0.08098,24.4292,27.771,2.4476
COSO_W0094,Coso,USA,Liquid-Dominated,35.98282,-117.79866,Production,2343.9,244.18,20.869,0.08841,59.7587,26.438,3.0393
COSO_W0095,Coso,USA,Liquid-Dominated,36.09143,-117.88338,Production,2187.2,217.0,16.006,0.09198,76.5794,34.918,3.538
COSO_W0096,Coso,USA,Liquid-Dominated,36.05516,-117.88849,Production,2066.9,208.14,18.104,0.09397,43.61,21.605,2.093
COSO_W0097,Coso,USA,Liquid-Dominated,36.04585,-117.79988,Production,2373.5,226.58,22.864,0.06152,5.7997,35.048,3.7196
COSO_W0098,Coso,USA,Liquid-Dominated,36.08031,-117.80971,Production,2216.5,218.4,20.0,0.09019,7.4569,37.32,3.8077
COSO_W0099,Coso,USA,Liquid-Dominated,35.97629,-117.84179,Production,2192.5,192.62,21.024,0.07809,10.9231,24.061,2.1437
COSO_W0100,Coso,USA,Liquid-Dominated,36.01096,-117.67943,Production,2177.1,203.72,22.413,0.08228,43.3767,11.883,1.1248
COSO_W0101,Coso,USA,Liquid-Dominated,36.09439,-117.86915,Production,2142.3,255.84,20.45,0.08189,78.6933,30.894,3.7321
COSO_W0102,Coso,USA,Liquid-Dominated,36.05971,-117.85443,Production,1876.0,206.43,15.442,0.09809,44.8678,16.015,1.5377
COSO_W0103,Coso,USA,Liquid-Dominated,36.04452,-117.78336,Production,2088.1,181.54,13.247,0.07645,11.129,29.346,2.4514
COSO_W0104,Coso,USA,Liquid-Dominated,36.07807,-117.81336,Production,2349.0,202.42,22.694,0.09345,60.9151,42.078,3.9558
COSO_W0105,Coso,USA,Liquid-Dominated,36.04187,-117.77307,Production,2224.0,257.07,18.079,0.07515,11.065,18.813,2.2843
COSO_W0106,Coso,USA,Liquid-Dominated,36.06664,-117.78002,Production,2112.9,222.78,17.083,0.0866,69.3605,27.994,2.9177
COSO_W0107,Coso,USA,Liquid-Dominated,36.09461,-117.77909,Production,2272.5,220.91,15.642,0.0818,38.5904,35.467,3.6632
COSO_W0108,Coso,USA,Liquid-Dominated,36.02698,-117.76017,Production,1863.4,210.76,14.781,0.10697,206.6765,37.941,3.7255
COSO_W0109,Coso,USA,Liquid-Dominated,36.01575,-117.70034,Production,2063.8,191.16,15.435,0.08283,30.1862,17.44,1.5411
COSO_W0110,Coso,USA,Liquid-Dominated,36.10609,-117.79983,Production,2375.5,235.34,21.503,0.11961,122.6443,26.956,2.9793
COSO_W0111,Coso,USA,Liquid-Dominated,36.00035,-117.76687,Production,1858.9,185.47,19.816,0.11516,52.0653,22.639,1.9358
COSO_W0112,Coso,USA,Liquid-Dominated,35.96929,-117.66855,Production,1702.6,189.47,15.606,0.10856,26.1437,27.398,2.3978
COSO_W0113,Coso,USA,Liquid-Dominated,36.06922,-117.87775,Production,2465.0,209.26,20.569,0.10494,72.9329,38.594,3.7606
COSO_W0114,Coso,USA,Liquid-Dominated,36.07439,-117.76812,Production,1754.1,207.4,13.497,0.06623,12.9542,24.931,2.4061
COSO_W0115,Coso,USA,Liquid-Dominated,36.03574,-117.82715,Production,1971.9,216.0,14.89,0.11335,305.5295,55.007,5.5459
COSO_W0116,Coso,USA,Liquid-Dominated,36.01313,-117.78875,Production,2124.0,231.2,21.73,0.09934,35.9352,18.324,1.9871
COSO_W0117,Coso,USA,Liquid-Dominated,36.04634,-117.78638,Production,2008.0,209.38,13.228,0.08676,14.309,40.412,3.9403
COSO_W0118,Coso,USA,Liquid-Dominated,36.00461,-117.76743,Production,1629.0,219.49,14.854,0.09064,12.4843,42.153,4.3238
